,entity_type,n_document,n_sentence,n_token,n_MISC,n_ALL,F1_mean,F1_std,P,R
781,President110468962,17,1601,49140,1703,1703,0.6634800000000001,0.105466172775919,0.94192,0.5191800000000001
782,Encyclical106625062,4,365,13508,431,431,0.75888,0.06974855984176304,0.9417199999999999,0.6404799999999999
783,Metatherian101873982,13,1224,22748,1718,1718,0.8409000000000001,0.027377216805219606,0.9026400000000001,0.78718
784,Love107543288,9,820,24401,927,927,0.67024,0.12778377987835546,0.8728999999999999,0.56174
785,Skill105637558,29,2870,71515,3002,3002,0.6521600000000001,0.297560680198174,0.87178,0.5948
786,Photograph103925226,4,395,10958,421,421,0.6493400000000001,0.17169121817961455,0.91602,0.52636
787,Slab104233405,4,315,9131,370,370,0.6965999999999999,0.09326999517529741,0.91264,0.5708799999999999
788,AltoSaxophonist109786226,20,1970,56749,2363,2363,0.86866,0.02965080774616434,0.9726000000000001,0.78608
789,Campaigner109889691,2,195,4120,197,197,0.5027,0.05905482198770901,0.7924,0.3759
790,Continent109254614,176,17569,515580,24958,24958,0.93164,0.02429819746400957,0.94566,0.9182600000000001
791,RecordingStudio104064107,11,1063,31272,1149,1149,0.6993,0.09529214028449563,0.8533,0.60458
792,Gear103431243,7,681,18186,798,798,0.51352,0.11604515328095355,0.67892,0.4171
793,Diamond113371958,2,167,5268,185,185,0.53326,0.2294372471940857,0.72498,0.45288000000000006
794,Tunic104497570,2,120,1424,136,136,0.66038,0.18833404790424912,0.74536,0.59634
795,Alkene114713120,11,1093,25902,1449,1449,0.6737399999999999,0.02650830813160281,0.8192,0.57416
796,Interest113286801,5,471,13243,617,617,0.8614200000000001,0.06691936640465153,0.8733000000000001,0.8511200000000001
797,CrownJewel113330425,3,225,5440,260,260,0.5904,0.13509630638918296,0.6686799999999999,0.53664
798,Hadrosaur101705934,4,334,8420,517,517,0.8429,0.03472595571039048,0.88842,0.8026199999999999
799,Analgesic102707683,4,395,9653,456,456,0.62608,0.06763506191318229,0.8535,0.50072
800,Duty101129920,6,529,10483,583,583,0.68294,0.08810515535426967,0.89876,0.5577000000000001
801,Sura106461830,2,194,5459,329,329,0.8603,0.0447650309951864,0.94442,0.7941
802,Count100634586,83,8239,158905,9281,9281,0.9158799999999999,0.06044168760052948,0.9227000000000001,0.9093199999999999
803,Goldsmith110136615,6,549,15510,588,588,0.5314,0.10926699410160418,0.8271599999999999,0.39922
804,Batter109843956,12,1131,29185,1256,1256,0.78194,0.053286943991938625,0.9309999999999998,0.67676
805,Crystallographer109981740,5,453,11847,514,514,0.65524,0.07498964195140553,0.8907399999999999,0.52224
806,Diet107561112,13,1238,33653,1317,1317,0.32371999999999995,0.14187101747714365,0.7177,0.22208
807,Bias106201908,10,1000,25335,1120,1120,0.6212,0.0660831899956411,0.8555399999999999,0.49178
808,Mark106817782,5,443,12678,672,672,0.52952,0.19598162566934688,0.85352,0.40928000000000003
809,Elasmobranch101482071,3,256,5992,290,290,0.5204,0.03577675222822776,0.83414,0.3797
810,Paradox106724559,10,983,25037,1090,1090,0.67226,0.07040359649904258,0.87774,0.55018
811,Quintet107041795,41,4010,115539,4342,4342,0.73686,0.09440484309610392,0.95808,0.6077
812,InformationGathering100981711,5,407,11630,424,424,0.5212399999999999,0.09063556917678622,0.7648199999999999,0.40047999999999995
813,Variable105857459,17,1613,42809,1940,1940,0.6147400000000001,0.030502629394857116,0.7604200000000001,0.5163
814,HomeAppliance103528263,6,588,15505,650,650,0.41303999999999996,0.027548183243183203,0.80206,0.27874
815,Generator103434188,7,687,19906,770,770,0.5612600000000001,0.17642571921349787,0.70838,0.47237999999999997
816,PhotographicPaper103926412,5,446,9966,470,470,0.5841999999999999,0.15714146492889774,0.83352,0.46369999999999995
817,ConicSection113872975,8,781,22021,855,855,0.4170999999999999,0.058199209616626224,0.79174,0.28446
818,Perception105708432,13,1225,32967,1296,1296,0.82294,0.14053464483891506,0.9486799999999999,0.7414799999999999
819,Calligrapher109889170,10,930,23677,997,997,0.5785799999999999,0.026011720435219193,0.80366,0.45336
820,CognitiveFactor105686481,15,1464,37862,1559,1559,0.55096,0.1487832598110419,0.8754200000000001,0.41572000000000003
821,Millipede101786646,2,131,2238,172,172,0.5765,0.07259732777451249,0.66722,0.5210199999999999
822,BroadcastingCompany108002015,91,9072,264197,9668,9668,0.83116,0.08895310225056798,0.90234,0.77622
823,Lutist110277638,10,970,27492,1062,1062,0.7679199999999999,0.11131428300087998,0.9294800000000001,0.66674
824,Grenade103458271,6,509,13741,544,544,0.51198,0.23913640793488555,0.7289399999999999,0.41132
825,Sponge101906749,3,280,6043,386,386,0.68238,0.10676964737227523,0.6953799999999999,0.67282
826,Personification110418101,8,767,22123,797,797,0.40302,0.22993635989116643,0.8807,0.29822
827,Vicariate108100907,6,507,13041,655,655,0.66892,0.06668437298198132,0.7493799999999999,0.6107
828,Silversmith110598749,4,314,7984,329,329,0.4807200000000001,0.08363021941858098,0.8638,0.34236000000000005
829,AquaticBird101844917,50,4930,83168,6703,6703,0.9144399999999999,0.008356219240781091,0.94126,0.8893800000000001
830,Forum108309754,6,501,14357,537,537,0.5644,0.19707247397848338,0.8186199999999999,0.45287999999999995
831,Theosophist110707134,7,642,21142,715,715,0.7080400000000001,0.1796510907286677,0.90838,0.60506
832,Fastener110080337,3,260,5805,310,310,0.35496,0.07506121768263554,0.75222,0.23339999999999997
833,BarrierIsland109214760,14,1336,37570,1442,1442,0.7973600000000001,0.046682185038834687,0.9179400000000001,0.7081200000000001
834,ChemicalPhenomenon111409059,9,825,22625,867,867,0.4141,0.1305040689020844,0.6771,0.30584
835,MammalFamily101862557,27,2680,65924,3266,3266,0.8054599999999998,0.03390779261467781,0.9293799999999999,0.71304
